sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.319;0.3519;9.5888;0.0;;;;NaN;;;;0 / 0;4144006;2018-04-04 21:36:26:572
0.8847;0.6668;9.4852;0.0;;;;NaN;;;;0 / 0;4144506;2018-04-04 21:36:27:072
-0.3705;-0.152;9.4056;0.0;;;;NaN;;;;0 / 0;4145006;2018-04-04 21:36:27:572
0.513;0.1472;8.9537;0.0;;;;NaN;;;;0 / 0;4145506;2018-04-04 21:36:28:072
0.4932;1.3162;9.4852;0.0;;;;NaN;;;;0 / 0;4146006;2018-04-04 21:36:28:572
0.3166;-0.0814;9.5918;0.0;;;;NaN;;;;0 / 0;4146506;2018-04-04 21:36:29:072
0.0251;-0.0144;9.7809;0.0;;;;NaN;;;;0 / 0;4147006;2018-04-04 21:36:29:572
0.4974;1.3551;9.8791;0.0;;;;NaN;;;;0 / 0;4147506;2018-04-04 21:36:30:072
0.5884;-0.0718;9.3302;0.0;;;;NaN;;;;0 / 0;4148006;2018-04-04 21:36:30:572
-0.1131;-0.4429;8.7658;0.0;;;;NaN;;;;0 / 0;4148507;2018-04-04 21:36:31:073
0.3525;1.9477;9.8055;0.0;;;;NaN;;;;0 / 0;4149006;2018-04-04 21:36:31:572
1.0163;1.3509;10.5417;0.0;;;;NaN;;;;0 / 0;4149506;2018-04-04 21:36:32:072
0.562;2.8455;9.3242;0.0;;;;NaN;;;;0 / 0;4150006;2018-04-04 21:36:32:572
0.4633;3.1155;8.755;0.0;;;;NaN;;;;0 / 0;4150507;2018-04-04 21:36:33:073
0.3825;2.6504;8.4593;0.0;;;;NaN;;;;0 / 0;4151006;2018-04-04 21:36:33:572
0.9266;5.0506;8.7418;0.0;;;;NaN;;;;0 / 0;4151507;2018-04-04 21:36:34:073
0.3089;2.551;9.1249;0.0;;;;NaN;;;;0 / 0;4152006;2018-04-04 21:36:34:572
1.4688;6.2902;7.9583;0.0;;;;NaN;;;;0 / 0;4152506;2018-04-04 21:36:35:072
1.2157;5.9795;7.5974;0.0;;;;NaN;;;;0 / 0;4153006;2018-04-04 21:36:35:572
0.6057;5.5785;7.4184;0.0;;;;NaN;;;;0 / 0;4153506;2018-04-04 21:36:36:072
-0.2376;8.7167;5.3708;0.0;;;;NaN;;;;0 / 0;4154006;2018-04-04 21:36:36:572
1.4198;8.0852;4.6974;0.0;;;;NaN;;;;0 / 0;4154507;2018-04-04 21:36:37:073
-0.4417;8.5264;4.3287;0.0;;;;NaN;;;;0 / 0;4155006;2018-04-04 21:36:37:572
-0.9164;8.3588;6.2662;0.0;;;;NaN;;;;0 / 0;4155506;2018-04-04 21:36:38:072
-0.516;7.1407;6.4434;0.0;;;;NaN;;;;0 / 0;4156006;2018-04-04 21:36:38:572
-2.7048;6.3003;5.0302;0.0;;;;NaN;;;;0 / 0;4156506;2018-04-04 21:36:39:072
-0.4519;9.6552;5.023;0.0;;;;NaN;;;;0 / 0;4157006;2018-04-04 21:36:39:572
-0.5219;8.3187;4.3664;0.0;;;;NaN;;;;0 / 0;4157508;2018-04-04 21:36:40:074
-0.829;9.0279;4.8117;0.0;;;;NaN;;;;0 / 0;4158006;2018-04-04 21:36:40:572
-1.1277;9.5026;4.7848;0.0;;;;NaN;;;;0 / 0;4158506;2018-04-04 21:36:41:072
-2.332;11.883;4.5538;0.0;;;;NaN;;;;0 / 0;4159007;2018-04-04 21:36:41:573
-2.6115;4.6418;4.3557;0.0;;;;NaN;;;;0 / 0;4159507;2018-04-04 21:36:42:073
-1.7406;8.7753;4.4119;0.0;;;;NaN;;;;0 / 0;4160006;2018-04-04 21:36:42:572
-1.8944;6.377;4.9452;0.0;;;;NaN;;;;0 / 0;4160507;2018-04-04 21:36:43:073
0.0132;9.1135;6.5667;0.0;;;;NaN;;;;0 / 0;4161008;2018-04-04 21:36:43:574
-1.7549;9.2326;5.6533;0.0;;;;NaN;;;;0 / 0;4161506;2018-04-04 21:36:44:072
-1.1001;8.7263;5.6719;0.0;;;;NaN;;;;0 / 0;4162006;2018-04-04 21:36:44:572
-1.3007;7.6519;5.9239;0.0;;;;NaN;;;;0 / 0;4162507;2018-04-04 21:36:45:073
-0.5812;8.4551;4.971;0.0;;;;NaN;;;;0 / 0;4163006;2018-04-04 21:36:45:572
0.325;7.8524;4.4604;0.0;;;;NaN;;;;0 / 0;4163507;2018-04-04 21:36:46:073
-0.4232;8.0715;3.8014;0.0;;;;NaN;;;;0 / 0;4164006;2018-04-04 21:36:46:572
-0.4082;8.8681;4.2892;0.0;;;;NaN;;;;0 / 0;4164507;2018-04-04 21:36:47:073
-1.4102;8.1098;8.1421;0.0;;;;NaN;;;;0 / 0;4165006;2018-04-04 21:36:47:572
0.844;5.3959;7.2796;0.0;;;;NaN;;;;0 / 0;4165506;2018-04-04 21:36:48:072
2.2194;4.7525;8.0188;0.0;;;;NaN;;;;0 / 0;4166006;2018-04-04 21:36:48:572
0.2969;4.2557;7.7818;0.0;;;;NaN;;;;0 / 0;4166506;2018-04-04 21:36:49:072
0.8284;6.3452;8.4156;0.0;;;;NaN;;;;0 / 0;4167006;2018-04-04 21:36:49:572
-0.0233;3.6051;10.9768;0.0;;;;NaN;;;;0 / 0;4167506;2018-04-04 21:36:50:072
-1.3222;2.5385;10.5088;0.0;;;;NaN;;;;0 / 0;4168006;2018-04-04 21:36:50:572
-0.1963;2.4355;8.983;0.0;;;;NaN;;;;0 / 0;4168507;2018-04-04 21:36:51:073
-0.4968;2.6312;8.8783;0.0;;;;NaN;;;;0 / 0;4169006;2018-04-04 21:36:51:572
-0.677;2.7904;9.423;0.0;;;;NaN;;;;0 / 0;4169506;2018-04-04 21:36:52:072
-0.7063;3.0688;9.4505;0.0;;;;NaN;;;;0 / 0;4170007;2018-04-04 21:36:52:573
0.3466;1.6646;9.569;0.0;;;;NaN;;;;0 / 0;4170506;2018-04-04 21:36:53:072
-0.0964;1.5838;9.3948;0.0;;;;NaN;;;;0 / 0;4171007;2018-04-04 21:36:53:573
-0.1706;0.7691;8.9824;0.0;;;;NaN;;;;0 / 0;4171506;2018-04-04 21:36:54:072
-0.7751;-0.662;10.0999;0.0;;;;NaN;;;;0 / 0;4172006;2018-04-04 21:36:54:572
0.1293;-0.3118;9.5475;0.0;;;;NaN;;;;0 / 0;4172507;2018-04-04 21:36:55:073
0.8559;1.2192;10.1831;0.0;;;;NaN;;;;0 / 0;4173006;2018-04-04 21:36:55:572
-1.242;2.3655;9.6397;0.0;;;;NaN;;;;0 / 0;4173507;2018-04-04 21:36:56:073
1.2611;1.7053;8.4868;0.0;;;;NaN;;;;0 / 0;4174006;2018-04-04 21:36:56:572
0.5375;0.9122;8.5982;0.0;;;;NaN;;;;0 / 0;4174506;2018-04-04 21:36:57:072
1.9309;1.9579;8.9741;0.0;;;;NaN;;;;0 / 0;4175007;2018-04-04 21:36:57:573
1.4341;1.968;9.6504;0.0;;;;NaN;;;;0 / 0;4175506;2018-04-04 21:36:58:072
1.2252;1.8447;9.8988;0.0;;;;NaN;;;;0 / 0;4176006;2018-04-04 21:36:58:572
1.3892;1.5544;9.2494;0.0;;;;NaN;;;;0 / 0;4176506;2018-04-04 21:36:59:072
1.6562;1.5592;8.9615;0.0;;;;NaN;;;;0 / 0;4177006;2018-04-04 21:36:59:572
1.6712;1.8405;9.0351;0.0;;;;NaN;;;;0 / 0;4177507;2018-04-04 21:37:00:073
1.5844;2.0572;9.1225;0.0;;;;NaN;;;;0 / 0;4178006;2018-04-04 21:37:00:572
1.6203;2.0536;9.5391;0.0;;;;NaN;;;;0 / 0;4178507;2018-04-04 21:37:01:073
1.5287;2.0033;9.9204;0.0;;;;NaN;;;;0 / 0;4179006;2018-04-04 21:37:01:572
1.4054;1.7244;9.4278;0.0;;;;NaN;;;;0 / 0;4179506;2018-04-04 21:37:02:072
1.3515;1.4503;8.928;0.0;;;;NaN;;;;0 / 0;4180006;2018-04-04 21:37:02:572
1.4293;1.5999;9.0208;0.0;;;;NaN;;;;0 / 0;4180506;2018-04-04 21:37:03:072
1.4473;2.1081;9.5972;0.0;;;;NaN;;;;0 / 0;4181006;2018-04-04 21:37:03:572
1.7316;2.2865;9.5247;0.0;;;;NaN;;;;0 / 0;4181507;2018-04-04 21:37:04:073
1.6287;1.8681;9.3733;0.0;;;;NaN;;;;0 / 0;4182006;2018-04-04 21:37:04:572
1.734;1.8866;9.3446;0.0;;;;NaN;;;;0 / 0;4182507;2018-04-04 21:37:05:073
1.5634;1.734;9.5499;0.0;;;;NaN;;;;0 / 0;4183006;2018-04-04 21:37:05:572
1.2288;1.6394;9.2332;0.0;;;;NaN;;;;0 / 0;4183507;2018-04-04 21:37:06:073
1.2366;1.4359;8.9729;0.0;;;;NaN;;;;0 / 0;4184006;2018-04-04 21:37:06:572
1.4335;1.6436;9.5499;0.0;;;;NaN;;;;0 / 0;4184506;2018-04-04 21:37:07:072
1.6394;1.9279;9.675;0.0;;;;NaN;;;;0 / 0;4185007;2018-04-04 21:37:07:573
1.8525;1.8046;9.2314;0.0;;;;NaN;;;;0 / 0;4185506;2018-04-04 21:37:08:072
1.4718;1.5856;9.0854;0.0;;;;NaN;;;;0 / 0;4186007;2018-04-04 21:37:08:573
1.1438;1.3898;9.3703;0.0;;;;NaN;;;;0 / 0;4186506;2018-04-04 21:37:09:072
0.9888;1.4042;9.5415;0.0;;;;NaN;;;;0 / 0;4187006;2018-04-04 21:37:09:572
0.9703;1.397;9.6193;0.0;;;;NaN;;;;0 / 0;4187507;2018-04-04 21:37:10:073
1.5502;1.5933;9.2237;0.0;;;;NaN;;;;0 / 0;4188006;2018-04-04 21:37:10:572
1.7735;1.7609;9.0387;0.0;;;;NaN;;;;0 / 0;4188507;2018-04-04 21:37:11:073
1.816;1.8866;9.2213;0.0;;;;NaN;;;;0 / 0;4189006;2018-04-04 21:37:11:572
1.4036;1.8806;9.6223;0.0;;;;NaN;;;;0 / 0;4189506;2018-04-04 21:37:12:072
1.1133;1.6233;9.8934;0.0;;;;NaN;;;;0 / 0;4190007;2018-04-04 21:37:12:573
0.9469;1.5006;9.5648;0.0;;;;NaN;;;;0 / 0;4190506;2018-04-04 21:37:13:072
0.8086;1.5119;9.0279;0.0;;;;NaN;;;;0 / 0;4191006;2018-04-04 21:37:13:572
1.6688;1.5999;8.7412;0.0;;;;NaN;;;;0 / 0;4191508;2018-04-04 21:37:14:074
1.6197;1.494;9.2913;0.0;;;;NaN;;;;0 / 0;4192006;2018-04-04 21:37:14:572
1.3833;1.6735;9.417;0.0;;;;NaN;;;;0 / 0;4192507;2018-04-04 21:37:15:073
1.3563;1.5095;9.487;0.0;;;;NaN;;;;0 / 0;4193006;2018-04-04 21:37:15:572
1.1618;1.4515;9.6043;0.0;;;;NaN;;;;0 / 0;4193507;2018-04-04 21:37:16:073
1.0343;1.2815;10.0766;0.0;;;;NaN;;;;0 / 0;4194006;2018-04-04 21:37:16:572
1.0379;1.2031;9.2512;0.0;;;;NaN;;;;0 / 0;4194507;2018-04-04 21:37:17:073
1.2534;1.2743;9.022;0.0;;;;NaN;;;;0 / 0;4195006;2018-04-04 21:37:17:572
1.3623;1.4688;9.2195;0.0;;;;NaN;;;;0 / 0;4195507;2018-04-04 21:37:18:073
1.4042;1.725;9.6792;0.0;;;;NaN;;;;0 / 0;4196007;2018-04-04 21:37:18:573
1.2474;1.7418;9.8408;0.0;;;;NaN;;;;0 / 0;4196506;2018-04-04 21:37:19:072
1.1349;1.2181;9.5762;0.0;;;;NaN;;;;0 / 0;4197007;2018-04-04 21:37:19:573
0.984;0.9714;9.1704;0.0;;;;NaN;;;;0 / 0;4197506;2018-04-04 21:37:20:072
1.1702;1.3575;9.2524;0.0;;;;NaN;;;;0 / 0;4198007;2018-04-04 21:37:20:573
1.2659;1.3803;9.323;0.0;;;;NaN;;;;0 / 0;4198506;2018-04-04 21:37:21:072
1.4216;1.482;9.4768;0.0;;;;NaN;;;;0 / 0;4199006;2018-04-04 21:37:21:572
1.3443;1.5371;9.7145;0.0;;;;NaN;;;;0 / 0;4199507;2018-04-04 21:37:22:073
1.2085;1.4808;9.4571;0.0;;;;NaN;;;;0 / 0;4200006;2018-04-04 21:37:22:572
1.2163;1.2941;9.2267;0.0;;;;NaN;;;;0 / 0;4200506;2018-04-04 21:37:23:072
1.1911;1.1594;9.1381;0.0;;;;NaN;;;;0 / 0;4201006;2018-04-04 21:37:23:572
1.0068;1.5359;9.5774;0.0;;;;NaN;;;;0 / 0;4201507;2018-04-04 21:37:24:073
1.0582;1.4808;9.1925;0.0;;;;NaN;;;;0 / 0;4202006;2018-04-04 21:37:24:572
1.4653;1.3994;9.4715;0.0;;;;NaN;;;;0 / 0;4202506;2018-04-04 21:37:25:072
1.306;1.2977;9.4152;0.0;;;;NaN;;;;0 / 0;4203006;2018-04-04 21:37:25:572
1.2731;1.6203;8.925;0.0;;;;NaN;;;;0 / 0;4203507;2018-04-04 21:37:26:073
1.0349;1.2671;9.5978;0.0;;;;NaN;;;;0 / 0;4204006;2018-04-04 21:37:26:572
0.8505;1.1791;9.4344;0.0;;;;NaN;;;;0 / 0;4204506;2018-04-04 21:37:27:072
0.6871;1.2228;9.9455;0.0;;;;NaN;;;;0 / 0;4205007;2018-04-04 21:37:27:573
0.9008;1.1624;9.651;0.0;;;;NaN;;;;0 / 0;4205506;2018-04-04 21:37:28:072
0.9673;1.3228;9.4182;0.0;;;;NaN;;;;0 / 0;4206007;2018-04-04 21:37:28:573
1.582;1.4383;9.32;0.0;;;;NaN;;;;0 / 0;4206506;2018-04-04 21:37:29:072
1.7843;1.9142;8.6221;0.0;;;;NaN;;;;0 / 0;4207006;2018-04-04 21:37:29:572
1.1684;1.5921;9.6343;0.0;;;;NaN;;;;0 / 0;4207507;2018-04-04 21:37:30:073
0.8523;1.3587;9.6666;0.0;;;;NaN;;;;0 / 0;4208006;2018-04-04 21:37:30:572
1.0439;1.1863;9.5379;0.0;;;;NaN;;;;0 / 0;4208506;2018-04-04 21:37:31:072
1.3431;1.3264;9.0902;0.0;;;;NaN;;;;0 / 0;4209006;2018-04-04 21:37:31:572
1.5455;1.5012;9.004;0.0;;;;NaN;;;;0 / 0;4209506;2018-04-04 21:37:32:072
1.2605;1.664;9.4433;0.0;;;;NaN;;;;0 / 0;4210006;2018-04-04 21:37:32:572
1.2103;1.6155;9.6576;0.0;;;;NaN;;;;0 / 0;4210506;2018-04-04 21:37:33:072
1.23;1.4102;9.4541;0.0;;;;NaN;;;;0 / 0;4211007;2018-04-04 21:37:33:573
0.9864;1.3827;9.6199;0.0;;;;NaN;;;;0 / 0;4211506;2018-04-04 21:37:34:072
1.2031;1.2995;9.1429;0.0;;;;NaN;;;;0 / 0;4212006;2018-04-04 21:37:34:572
1.1845;1.1289;8.9956;0.0;;;;NaN;;;;0 / 0;4212506;2018-04-04 21:37:35:072
1.1558;1.5113;9.3081;0.0;;;;NaN;;;;0 / 0;4213006;2018-04-04 21:37:35:572
1.4365;1.737;9.9072;0.0;;;;NaN;;;;0 / 0;4213507;2018-04-04 21:37:36:073
1.4204;1.7089;9.8438;0.0;;;;NaN;;;;0 / 0;4214006;2018-04-04 21:37:36:572
0.8206;0.677;8.6694;0.0;;;;NaN;;;;0 / 0;4214507;2018-04-04 21:37:37:073
0.1059;0.337;7.9086;0.0;;;;NaN;;;;0 / 0;4215006;2018-04-04 21:37:37:572
-0.8158;-0.9768;16.0831;0.0;;;;NaN;;;;0 / 0;4215506;2018-04-04 21:37:38:072
-7.0581;-1.8812;2.5259;0.0;;;;NaN;;;;0 / 0;4216006;2018-04-04 21:37:38:572
-9.5577;-2.7342;1.1815;0.0;;;;NaN;;;;0 / 0;4216506;2018-04-04 21:37:39:072
-10.3017;-3.0167;2.2194;0.0;;;;NaN;;;;0 / 0;4217006;2018-04-04 21:37:39:572
-9.8797;-4.4388;3.8241;0.0;;;;NaN;;;;0 / 0;4217506;2018-04-04 21:37:40:072
-10.4297;-4.0366;7.5549;0.0;;;;NaN;;;;0 / 0;4218006;2018-04-04 21:37:40:572
-3.6949;-1.6107;8.9172;0.0;;;;NaN;;;;0 / 0;4218506;2018-04-04 21:37:41:072
-0.9343;-0.3029;9.6307;0.0;;;;NaN;;;;0 / 0;4219007;2018-04-04 21:37:41:573
-0.2059;-0.8003;8.4605;0.0;;;;NaN;;;;0 / 0;4219506;2018-04-04 21:37:42:072
1.1618;0.1844;9.4296;0.0;;;;NaN;;;;0 / 0;4220010;2018-04-04 21:37:42:576
0.908;0.5764;9.3948;0.0;;;;NaN;;;;0 / 0;4220507;2018-04-04 21:37:43:073
2.3727;-0.2149;9.3607;0.0;;;;NaN;;;;0 / 0;4221006;2018-04-04 21:37:43:572
0.3531;0.9924;9.6319;0.0;;;;NaN;;;;0 / 0;4221507;2018-04-04 21:37:44:073
-0.0467;-0.1826;9.7378;0.0;;;;NaN;;;;0 / 0;4222006;2018-04-04 21:37:44:572
0.1257;-0.4471;9.1447;0.0;;;;NaN;;;;0 / 0;4222506;2018-04-04 21:37:45:072
-0.7626;-0.3765;9.0501;0.0;;;;NaN;;;;0 / 0;4223006;2018-04-04 21:37:45:572
-0.8206;-1.6466;9.0908;0.0;;;;NaN;;;;0 / 0;4223506;2018-04-04 21:37:46:072
1.1977;-1.5119;9.7109;0.0;;;;NaN;;;;0 / 0;4224007;2018-04-04 21:37:46:573
0.5399;-2.1859;9.5056;0.0;;;;NaN;;;;0 / 0;4224506;2018-04-04 21:37:47:072
-0.252;-2.2685;10.2065;0.0;;;;NaN;;;;0 / 0;4225007;2018-04-04 21:37:47:573
-0.2011;0.2538;9.2392;0.0;;;;NaN;;;;0 / 0;4225506;2018-04-04 21:37:48:072
-0.4208;0.2897;9.1435;0.0;;;;NaN;;;;0 / 0;4226006;2018-04-04 21:37:48:572
0.4381;0.2167;9.3907;0.0;;;;NaN;;;;0 / 0;4226507;2018-04-04 21:37:49:073
0.4938;-0.2215;9.5906;0.0;;;;NaN;;;;0 / 0;4227006;2018-04-04 21:37:49:572
0.501;-0.5046;8.4432;0.0;;;;NaN;;;;0 / 0;4227506;2018-04-04 21:37:50:072
1.306;-0.9559;9.1728;0.0;;;;NaN;;;;0 / 0;4228006;2018-04-04 21:37:50:572
1.0343;0.6536;9.5098;0.0;;;;NaN;;;;0 / 0;4228506;2018-04-04 21:37:51:072
0.5626;0.6141;9.241;0.0;;;;NaN;;;;0 / 0;4229007;2018-04-04 21:37:51:573
0.9475;1.7813;14.6579;0.0;;;;NaN;;;;0 / 0;4229506;2018-04-04 21:37:52:072
-0.9535;0.9888;9.0387;0.0;;;;NaN;;;;0 / 0;4230006;2018-04-04 21:37:52:572
-0.3059;-0.1024;9.4218;0.0;;;;NaN;;;;0 / 0;4230506;2018-04-04 21:37:53:072
0.5291;0.2274;9.6002;0.0;;;;NaN;;;;0 / 0;4231007;2018-04-04 21:37:53:573
1.2013;-0.0539;9.7791;0.0;;;;NaN;;;;0 / 0;4231506;2018-04-04 21:37:54:072
0.4693;0.6728;10.1927;0.0;;;;NaN;;;;0 / 0;4232006;2018-04-04 21:37:54:572
-0.0748;0.7284;9.2656;0.0;;;;NaN;;;;0 / 0;4232507;2018-04-04 21:37:55:073
-0.6488;1.3018;9.4768;0.0;;;;NaN;;;;0 / 0;4233006;2018-04-04 21:37:55:572
-0.1203;0.9984;9.5978;0.0;;;;NaN;;;;0 / 0;4233507;2018-04-04 21:37:56:073
0.4232;0.6219;9.4894;0.0;;;;NaN;;;;0 / 0;4234006;2018-04-04 21:37:56:572
1.385;0.1861;9.3799;0.0;;;;NaN;;;;0 / 0;4234507;2018-04-04 21:37:57:073
1.1247;-0.5698;9.3559;0.0;;;;NaN;;;;0 / 0;4235006;2018-04-04 21:37:57:572
0.6782;0.6991;9.8019;0.0;;;;NaN;;;;0 / 0;4235507;2018-04-04 21:37:58:073
0.1341;1.0092;9.4206;0.0;;;;NaN;;;;0 / 0;4236006;2018-04-04 21:37:58:572
-0.0808;0.8882;9.2847;0.0;;;;NaN;;;;0 / 0;4236506;2018-04-04 21:37:59:072
0.4172;0.6434;9.3188;0.0;;;;NaN;;;;0 / 0;4237007;2018-04-04 21:37:59:573
2.3864;-1.3288;10.343;0.0;;;;NaN;;;;0 / 0;4237506;2018-04-04 21:38:00:072
1.16;0.1915;9.9377;0.0;;;;NaN;;;;0 / 0;4238007;2018-04-04 21:38:00:573
0.8571;0.0688;9.5541;0.0;;;;NaN;;;;0 / 0;4238506;2018-04-04 21:38:01:072
0.5842;0.2765;9.1662;0.0;;;;NaN;;;;0 / 0;4239007;2018-04-04 21:38:01:573
0.7141;0.5997;9.6588;0.0;;;;NaN;;;;0 / 0;4239506;2018-04-04 21:38:02:072
0.9493;1.1732;9.8414;0.0;;;;NaN;;;;0 / 0;4240007;2018-04-04 21:38:02:573
0.8739;1.0187;9.3781;0.0;;;;NaN;;;;0 / 0;4240506;2018-04-04 21:38:03:072
0.5357;0.6027;9.5062;0.0;;;;NaN;;;;0 / 0;4241006;2018-04-04 21:38:03:572
1.3276;0.3986;9.3482;0.0;;;;NaN;;;;0 / 0;4241506;2018-04-04 21:38:04:072
1.5742;0.4268;9.4972;0.0;;;;NaN;;;;0 / 0;4242006;2018-04-04 21:38:04:572
1.0337;0.6003;9.7935;0.0;;;;NaN;;;;0 / 0;4242507;2018-04-04 21:38:05:073
0.8775;0.8452;9.6313;0.0;;;;NaN;;;;0 / 0;4243006;2018-04-04 21:38:05:572
0.4884;0.5836;9.2614;0.0;;;;NaN;;;;0 / 0;4243507;2018-04-04 21:38:06:073
0.9583;0.407;9.2243;0.0;;;;NaN;;;;0 / 0;4244006;2018-04-04 21:38:06:572
1.2085;-0.2029;11.8022;0.0;;;;NaN;;;;0 / 0;4244507;2018-04-04 21:38:07:073
0.3873;-0.6476;7.7488;0.0;;;;NaN;;;;0 / 0;4245006;2018-04-04 21:38:07:572
1.336;0.158;9.7187;0.0;;;;NaN;;;;0 / 0;4245507;2018-04-04 21:38:08:073
0.7853;0.1616;9.3033;0.0;;;;NaN;;;;0 / 0;4246006;2018-04-04 21:38:08:572
0.7596;0.4507;9.2362;0.0;;;;NaN;;;;0 / 0;4246506;2018-04-04 21:38:09:072
0.5596;0.41;9.2841;0.0;;;;NaN;;;;0 / 0;4247006;2018-04-04 21:38:09:572
1.1528;0.1293;9.59;0.0;;;;NaN;;;;0 / 0;4247506;2018-04-04 21:38:10:072
2.2559;0.2993;9.4511;0.0;;;;NaN;;;;0 / 0;4248007;2018-04-04 21:38:10:573
1.579;0.5255;9.5798;0.0;;;;NaN;;;;0 / 0;4248506;2018-04-04 21:38:11:072
1.1253;0.0664;9.6157;0.0;;;;NaN;;;;0 / 0;4249006;2018-04-04 21:38:11:572
1.5999;-0.3184;9.5505;0.0;;;;NaN;;;;0 / 0;4249506;2018-04-04 21:38:12:072
0.4992;0.2717;9.2883;0.0;;;;NaN;;;;0 / 0;4250007;2018-04-04 21:38:12:573
0.4794;0.1987;9.3368;0.0;;;;NaN;;;;0 / 0;4250506;2018-04-04 21:38:13:072
0.8667;-0.0904;9.7779;0.0;;;;NaN;;;;0 / 0;4251007;2018-04-04 21:38:13:573
0.9816;-0.1305;9.6965;0.0;;;;NaN;;;;0 / 0;4251506;2018-04-04 21:38:14:072
0.7721;-0.1909;9.4032;0.0;;;;NaN;;;;0 / 0;4252007;2018-04-04 21:38:14:573
0.7602;-0.149;9.4332;0.0;;;;NaN;;;;0 / 0;4252506;2018-04-04 21:38:15:072
0.5896;0.0712;9.5241;0.0;;;;NaN;;;;0 / 0;4253006;2018-04-04 21:38:15:572
0.8332;0.3202;9.5176;0.0;;;;NaN;;;;0 / 0;4253506;2018-04-04 21:38:16:072
0.6674;0.0676;9.4385;0.0;;;;NaN;;;;0 / 0;4254006;2018-04-04 21:38:16:572
0.6123;-0.1281;9.4236;0.0;;;;NaN;;;;0 / 0;4254506;2018-04-04 21:38:17:072
1.0403;-0.1622;9.6391;0.0;;;;NaN;;;;0 / 0;4255006;2018-04-04 21:38:17:572
0.9822;-0.0802;9.7013;0.0;;;;NaN;;;;0 / 0;4255507;2018-04-04 21:38:18:073
0.5626;0.0395;9.3829;0.0;;;;NaN;;;;0 / 0;4256006;2018-04-04 21:38:18:572
0.4908;0.0802;9.1153;0.0;;;;NaN;;;;0 / 0;4256507;2018-04-04 21:38:19:073
0.7404;0.2071;9.5164;0.0;;;;NaN;;;;0 / 0;4257006;2018-04-04 21:38:19:572
0.9583;0.0922;9.891;0.0;;;;NaN;;;;0 / 0;4257507;2018-04-04 21:38:20:073
0.9864;-0.1844;9.988;0.0;;;;NaN;;;;0 / 0;4258007;2018-04-04 21:38:20:573
0.8918;-0.1694;9.4002;0.0;;;;NaN;;;;0 / 0;4258506;2018-04-04 21:38:21:072
0.823;-0.1077;9.4152;0.0;;;;NaN;;;;0 / 0;4259007;2018-04-04 21:38:21:573
0.6159;0.2364;9.5894;0.0;;;;NaN;;;;0 / 0;4259506;2018-04-04 21:38:22:072
0.3675;0.313;9.0375;0.0;;;;NaN;;;;0 / 0;4260007;2018-04-04 21:38:22:573
0.5836;-0.5477;8.0762;0.0;;;;NaN;;;;0 / 0;4260506;2018-04-04 21:38:23:072
0.8679;-0.6075;9.4248;0.0;;;;NaN;;;;0 / 0;4261006;2018-04-04 21:38:23:572
0.7955;-0.4363;9.675;0.0;;;;NaN;;;;0 / 0;4261507;2018-04-04 21:38:24:073
1.1756;0.5028;9.6295;0.0;;;;NaN;;;;0 / 0;4262006;2018-04-04 21:38:24:572
0.662;0.899;9.4092;0.0;;;;NaN;;;;0 / 0;4262507;2018-04-04 21:38:25:073
-0.0766;0.7296;9.2727;0.0;;;;NaN;;;;0 / 0;4263006;2018-04-04 21:38:25:572
0.9134;0.5788;9.5038;0.0;;;;NaN;;;;0 / 0;4263506;2018-04-04 21:38:26:072
1.4503;0.395;9.3278;0.0;;;;NaN;;;;0 / 0;4264006;2018-04-04 21:38:26:572
1.2546;0.7141;9.3368;0.0;;;;NaN;;;;0 / 0;4264506;2018-04-04 21:38:27:072
1.6616;0.5429;9.3727;0.0;;;;NaN;;;;0 / 0;4265007;2018-04-04 21:38:27:573
2.2553;1.2647;9.5373;0.0;;;;NaN;;;;0 / 0;4265506;2018-04-04 21:38:28:072
1.7059;1.1277;9.147;0.0;;;;NaN;;;;0 / 0;4266007;2018-04-04 21:38:28:573
0.9134;0.8739;9.0968;0.0;;;;NaN;;;;0 / 0;4266506;2018-04-04 21:38:29:072
1.6909;1.0493;9.5277;0.0;;;;NaN;;;;0 / 0;4267007;2018-04-04 21:38:29:573
1.7909;0.911;9.0483;0.0;;;;NaN;;;;0 / 0;4267506;2018-04-04 21:38:30:072
1.6239;1.075;9.4128;0.0;;;;NaN;;;;0 / 0;4268010;2018-04-04 21:38:30:576
0.243;0.3645;9.2572;0.0;;;;NaN;;;;0 / 0;4268507;2018-04-04 21:38:31:073
0.1448;-0.2562;9.5912;0.0;;;;NaN;;;;0 / 0;4269006;2018-04-04 21:38:31:572
0.7045;0.3274;8.8166;0.0;;;;NaN;;;;0 / 0;4269507;2018-04-04 21:38:32:073
0.1233;0.2939;9.6648;0.0;;;;NaN;;;;0 / 0;4270006;2018-04-04 21:38:32:572
0.3316;0.3681;9.347;0.0;;;;NaN;;;;0 / 0;4270506;2018-04-04 21:38:33:072
0.2059;0.1939;9.3865;0.0;;;;NaN;;;;0 / 0;4271006;2018-04-04 21:38:33:572
