sep=;;;;;;;;;;;;;;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.415;0.9948;9.5612;0;48.867;NaN;0 / 0;3572516;2018-04-04 21:27:02:162;;;;;;
-1.5766;1.1145;9.9898;0;48.435;NaN;0 / 0;3573016;2018-04-04 21:27:02:662;;;;;;
-1.5634;0.9397;9.8809;0;50.157;NaN;0 / 0;3573516;2018-04-04 21:27:03:162;;;;;;
-1.4712;0.6416;9.7229;0;50.563;NaN;0 / 0;3574016;2018-04-04 21:27:03:662;;;;;;
-1.5107;0.4142;9.9587;0;49.598;NaN;0 / 0;3574516;2018-04-04 21:27:04:162;;;;;;
-1.5622;0.492;9.918;0;49.361;NaN;0 / 0;3575016;2018-04-04 21:27:04:662;;;;;;
-1.4988;0.7003;9.6223;0;47.954;NaN;0 / 0;3575516;2018-04-04 21:27:05:162;;;;;;
-1.4473;1.0032;9.5469;0;47.239;NaN;0 / 0;3576016;2018-04-04 21:27:05:662;;;;;;
-1.5071;1.0558;9.7229;0;47.084;NaN;0 / 0;3576516;2018-04-04 21:27:06:162;;;;;;
-1.5814;0.8679;10.003;0;47.564;NaN;0 / 0;3577016;2018-04-04 21:27:06:662;;;;;;
-1.5227;0.5997;9.8785;0;49.69;NaN;0 / 0;3577516;2018-04-04 21:27:07:162;;;;;;
-1.4796;0.5112;9.6726;0;50.956;NaN;0 / 0;3578016;2018-04-04 21:27:07:662;;;;;;
-1.488;0.6201;9.6331;0;52.578;NaN;0 / 0;3578516;2018-04-04 21:27:08:162;;;;;;
-1.5359;0.7614;9.8055;0;50.935;NaN;0 / 0;3579016;2018-04-04 21:27:08:662;;;;;;
-1.5383;0.9134;9.7719;0;48.044;NaN;0 / 0;3579516;2018-04-04 21:27:09:162;;;;;;
-1.4868;0.9768;9.7887;0;46.644;NaN;0 / 0;3580016;2018-04-04 21:27:09:662;;;;;;
-1.5036;0.9792;9.8246;0;47.462;NaN;0 / 0;3580516;2018-04-04 21:27:10:162;;;;;;
-1.5814;0.7362;9.9443;0;45.858;NaN;0 / 0;3581016;2018-04-04 21:27:10:662;;;;;;
-1.5143;0.3555;9.6486;0;46.917;NaN;0 / 0;3581516;2018-04-04 21:27:11:162;;;;;;
-1.4389;0.3448;9.4655;0;46.492;NaN;0 / 0;3582016;2018-04-04 21:27:11:662;;;;;;
-1.5443;0.7709;9.7671;0;45.993;NaN;0 / 0;3582515;2018-04-04 21:27:12:161;;;;;;
-1.6005;1.1061;10.0413;0;47.39;NaN;0 / 0;3583016;2018-04-04 21:27:12:662;;;;;;
-1.4413;1.1468;9.663;0;47.835;NaN;0 / 0;3583516;2018-04-04 21:27:13:162;;;;;;
-1.397;0.9565;9.4715;0;47.572;NaN;0 / 0;3584016;2018-04-04 21:27:13:662;;;;;;
-1.5778;0.6907;9.9335;0;47.092;NaN;0 / 0;3584516;2018-04-04 21:27:14:162;;;;;;
-1.6388;0.3699;10.1933;0;48.411;NaN;0 / 0;3585015;2018-04-04 21:27:14:661;;;;;;
-1.476;0.3795;9.7193;0;50.055;NaN;0 / 0;3585516;2018-04-04 21:27:15:162;;;;;;
-1.3886;0.7338;9.3781;0;49.888;NaN;0 / 0;3586016;2018-04-04 21:27:15:662;;;;;;
-1.6173;1.1097;10.0856;0;46.977;NaN;0 / 0;3586516;2018-04-04 21:27:16:162;;;;;;
-1.5395;1.0439;9.8605;0;47.384;NaN;0 / 0;3587016;2018-04-04 21:27:16:662;;;;;;
-1.4114;0.8296;9.4715;0;46.97;NaN;0 / 0;3587515;2018-04-04 21:27:17:161;;;;;;
-1.4497;0.5974;9.5433;0;45.984;NaN;0 / 0;3588016;2018-04-04 21:27:17:662;;;;;;
-1.5945;0.5471;10.0533;0;46.28;NaN;0 / 0;3588515;2018-04-04 21:27:18:161;;;;;;
-1.6017;0.6009;10.1095;0;46.168;NaN;0 / 0;3589016;2018-04-04 21:27:18:662;;;;;;
-1.4449;0.7985;9.5193;0;45.613;NaN;0 / 0;3589516;2018-04-04 21:27:19:162;;;;;;
-1.4126;0.9768;9.4391;0;45.549;NaN;0 / 0;3590016;2018-04-04 21:27:19:662;;;;;;
-1.506;1.0271;9.8078;0;45.114;NaN;0 / 0;3590516;2018-04-04 21:27:20:162;;;;;;
-1.5945;0.8547;10.0341;0;45.548;NaN;0 / 0;3591015;2018-04-04 21:27:20:661;;;;;;
-1.5419;0.5531;9.9132;0;46.254;NaN;0 / 0;3591516;2018-04-04 21:27:21:162;;;;;;
-1.4605;0.5459;9.7444;0;45.56;NaN;0 / 0;3592016;2018-04-04 21:27:21:662;;;;;;
-1.4832;0.6835;9.7001;0;45.677;NaN;0 / 0;3592516;2018-04-04 21:27:22:162;;;;;;
-1.5862;0.7829;9.8928;0;45.558;NaN;0 / 0;3593016;2018-04-04 21:27:22:662;;;;;;
-1.5155;0.8368;9.7767;0;45.496;NaN;0 / 0;3593516;2018-04-04 21:27:23:162;;;;;;
-1.4473;0.9397;9.578;0;45.7;NaN;0 / 0;3594016;2018-04-04 21:27:23:662;;;;;;
-1.5203;0.8942;9.8402;0;45.743;NaN;0 / 0;3594515;2018-04-04 21:27:24:161;;;;;;
-1.5718;0.7266;10.0269;0;45.584;NaN;0 / 0;3595016;2018-04-04 21:27:24:662;;;;;;
-1.4844;0.6141;9.6702;0;46.523;NaN;0 / 0;3595516;2018-04-04 21:27:25:162;;;;;;
-1.4269;0.5926;9.4547;0;46.183;NaN;0 / 0;3596016;2018-04-04 21:27:25:662;;;;;;
-1.5407;0.6069;9.7097;0;46.175;NaN;0 / 0;3596516;2018-04-04 21:27:26:162;;;;;;
-1.5802;0.8595;9.9503;0;46.09;NaN;0 / 0;3597016;2018-04-04 21:27:26:662;;;;;;
-1.482;1.081;9.7013;0;46.083;NaN;0 / 0;3597516;2018-04-04 21:27:27:162;;;;;;
-1.397;0.9553;9.4715;0;45.56;NaN;0 / 0;3598016;2018-04-04 21:27:27:662;;;;;;
-1.6233;0.7757;10.1119;0;45.542;NaN;0 / 0;3598516;2018-04-04 21:27:28:162;;;;;;
-1.6113;0.5794;10.1275;0;46.213;NaN;0 / 0;3599016;2018-04-04 21:27:28:662;;;;;;
-1.4413;0.5136;9.5529;0;46.886;NaN;0 / 0;3599516;2018-04-04 21:27:29:162;;;;;;
-1.409;0.5686;9.4236;0;46.997;NaN;0 / 0;3600016;2018-04-04 21:27:29:662;;;;;;
-1.5443;0.7853;9.8438;0;46.423;NaN;0 / 0;3600516;2018-04-04 21:27:30:162;;;;;;
-1.5838;1.0774;10.0497;0;46.499;NaN;0 / 0;3601016;2018-04-04 21:27:30:662;;;;;;
-1.5251;1.0894;9.9216;0;47.051;NaN;0 / 0;3601516;2018-04-04 21:27:31:162;;;;;;
-1.4808;0.8056;9.6893;0;46.863;NaN;0 / 0;3602016;2018-04-04 21:27:31:662;;;;;;
-1.4545;0.4405;9.5505;0;46.211;NaN;0 / 0;3602516;2018-04-04 21:27:32:162;;;;;;
-1.5634;0.4465;9.9276;0;46.928;NaN;0 / 0;3603016;2018-04-04 21:27:32:662;;;;;;
-1.5586;0.6393;9.8653;0;45.848;NaN;0 / 0;3603515;2018-04-04 21:27:33:161;;;;;;
-1.4413;0.9685;9.5864;0;47.329;NaN;0 / 0;3604016;2018-04-04 21:27:33:662;;;;;;
-1.5502;1.0894;10.0185;0;46.541;NaN;0 / 0;3604516;2018-04-04 21:27:34:162;;;;;;
-1.561;0.9385;10.0137;0;46.729;NaN;0 / 0;3605016;2018-04-04 21:27:34:662;;;;;;
-1.4485;0.7877;9.6295;0;46.678;NaN;0 / 0;3605515;2018-04-04 21:27:35:161;;;;;;
-1.4629;0.4501;9.5612;0;46.083;NaN;0 / 0;3606016;2018-04-04 21:27:35:662;;;;;;
-1.5897;0.2921;9.8737;0;46.891;NaN;0 / 0;3606516;2018-04-04 21:27:36:162;;;;;;
-1.5479;0.7518;9.8653;0;46.922;NaN;0 / 0;3607016;2018-04-04 21:27:36:662;;;;;;
-1.4114;1.0343;9.499;0;46.496;NaN;0 / 0;3607516;2018-04-04 21:27:37:162;;;;;;
-1.4545;1.1516;9.6055;0;46.985;NaN;0 / 0;3608016;2018-04-04 21:27:37:662;;;;;;
-1.5969;1.0475;10.0688;0;45.954;NaN;0 / 0;3608516;2018-04-04 21:27:38:162;;;;;;
-1.482;0.674;9.7576;0;46.656;NaN;0 / 0;3609016;2018-04-04 21:27:38:662;;;;;;
-1.4653;0.3938;9.5732;0;45.648;NaN;0 / 0;3609516;2018-04-04 21:27:39:162;;;;;;
-1.5909;0.3268;9.8701;0;46.296;NaN;0 / 0;3610016;2018-04-04 21:27:39:662;;;;;;
-1.4772;0.5519;9.6379;0;46.668;NaN;0 / 0;3610516;2018-04-04 21:27:40:162;;;;;;
-1.4485;1.0989;9.651;0;45.776;NaN;0 / 0;3611016;2018-04-04 21:27:40:662;;;;;;
-1.5502;1.4521;9.9922;0;46.313;NaN;0 / 0;3611515;2018-04-04 21:27:41:161;;;;;;
-1.561;1.1396;9.8677;0;46.501;NaN;0 / 0;3612016;2018-04-04 21:27:41:662;;;;;;
-1.4509;0.5183;9.6833;0;46.28;NaN;0 / 0;3612516;2018-04-04 21:27:42:162;;;;;;
-1.573;0.2382;10.0329;0;46.968;NaN;0 / 0;3613016;2018-04-04 21:27:42:662;;;;;;
-1.5598;0.3855;9.8354;0;46.524;NaN;0 / 0;3613516;2018-04-04 21:27:43:162;;;;;;
-1.4509;0.7183;9.5074;0;46.776;NaN;0 / 0;3614015;2018-04-04 21:27:43:661;;;;;;
-1.4461;1.1756;9.6007;0;46.016;NaN;0 / 0;3614516;2018-04-04 21:27:44:162;;;;;;
-1.5263;1.2821;9.8773;0;46.318;NaN;0 / 0;3615016;2018-04-04 21:27:44:662;;;;;;
-1.5706;1.0834;9.9347;0;45.818;NaN;0 / 0;3615516;2018-04-04 21:27:45:162;;;;;;
-1.5299;0.5052;9.833;0;46.132;NaN;0 / 0;3616016;2018-04-04 21:27:45:662;;;;;;
-1.4569;0.2322;9.5636;0;47.389;NaN;0 / 0;3616516;2018-04-04 21:27:46:162;;;;;;
-1.5407;0.4633;9.815;0;47.477;NaN;0 / 0;3617016;2018-04-04 21:27:46:662;;;;;;
-1.5155;0.7602;9.7097;0;46.706;NaN;0 / 0;3617515;2018-04-04 21:27:47:161;;;;;;
-1.4281;1.1959;9.4691;0;46.436;NaN;0 / 0;3618016;2018-04-04 21:27:47:662;;;;;;
-1.5586;1.409;9.9982;0;47.751;NaN;0 / 0;3618516;2018-04-04 21:27:48:162;;;;;;
-1.6424;0.8811;10.2867;0;47.422;NaN;0 / 0;3619016;2018-04-04 21:27:48:662;;;;;;
-1.4437;0.328;9.5541;0;47.551;NaN;0 / 0;3619516;2018-04-04 21:27:49:162;;;;;;
-1.3827;0.164;9.3003;0;54.593;NaN;0 / 0;3620016;2018-04-04 21:27:49:662;;;;;;
-1.5658;0.413;9.8605;0;56.526;NaN;0 / 0;3620516;2018-04-04 21:27:50:162;;;;;;
-1.5909;0.9553;9.9024;0;60.905;NaN;0 / 0;3621015;2018-04-04 21:27:50:661;;;;;;
-1.4856;1.3252;9.7312;0;60.672;NaN;0 / 0;3621516;2018-04-04 21:27:51:162;;;;;;
-1.4246;1.2761;9.6738;0;63.272;NaN;0 / 0;3622016;2018-04-04 21:27:51:662;;;;;;
-1.4617;0.8523;9.6211;0;62.987;NaN;0 / 0;3622516;2018-04-04 21:27:52:162;;;;;;
-1.5945;0.4345;10.0401;0;59.418;NaN;0 / 0;3623016;2018-04-04 21:27:52:662;;;;;;
-1.6101;0.3053;10.1382;0;57.001;NaN;0 / 0;3623516;2018-04-04 21:27:53:162;;;;;;
-1.4581;0.4621;9.5241;0;58.423;NaN;0 / 0;3624016;2018-04-04 21:27:53:662;;;;;;
-1.4102;0.8811;9.4032;0;54.8;NaN;0 / 0;3624516;2018-04-04 21:27:54:162;;;;;;
-1.5778;1.2354;10.0449;0;56.894;NaN;0 / 0;3625016;2018-04-04 21:27:54:662;;;;;;
-1.5119;1.2366;9.8569;0;54.939;NaN;0 / 0;3625516;2018-04-04 21:27:55:162;;;;;;
-1.4389;0.8739;9.645;0;55.765;NaN;0 / 0;3626016;2018-04-04 21:27:55:662;;;;;;
-1.5945;0.4298;10.0904;0;55.232;NaN;0 / 0;3626516;2018-04-04 21:27:56:162;;;;;;
-1.5574;0.1999;9.7935;0;55.016;NaN;0 / 0;3627016;2018-04-04 21:27:56:662;;;;;;
-1.4281;0.3711;9.4403;0;54.668;NaN;0 / 0;3627516;2018-04-04 21:27:57:162;;;;;;
-1.4772;0.9158;9.675;0;58.133;NaN;0 / 0;3628016;2018-04-04 21:27:57:662;;;;;;
-1.5263;1.2342;9.7779;0;57.892;NaN;0 / 0;3628516;2018-04-04 21:27:58:162;;;;;;
-1.4928;1.2354;9.7815;0;53.852;NaN;0 / 0;3629016;2018-04-04 21:27:58:662;;;;;;
-1.5479;1.0786;10.0293;0;56.417;NaN;0 / 0;3629516;2018-04-04 21:27:59:162;;;;;;
-1.5203;0.516;9.8354;0;56.569;NaN;0 / 0;3630016;2018-04-04 21:27:59:662;;;;;;
-1.488;0.1269;9.6043;0;58.221;NaN;0 / 0;3630516;2018-04-04 21:28:00:162;;;;;;
-1.5203;0.3867;9.6714;0;57.41;NaN;0 / 0;3631016;2018-04-04 21:28:00:662;;;;;;
-1.5012;0.814;9.6845;0;58.775;NaN;0 / 0;3631516;2018-04-04 21:28:01:162;;;;;;
-1.5048;1.3072;9.7815;0;54.597;NaN;0 / 0;3632016;2018-04-04 21:28:01:662;;;;;;
-1.4736;1.5299;9.7121;0;55.774;NaN;0 / 0;3632515;2018-04-04 21:28:02:161;;;;;;
-1.5431;1.0271;9.9084;0;53.855;NaN;0 / 0;3633016;2018-04-04 21:28:02:662;;;;;;
-1.5706;0.3017;9.9168;0;55.589;NaN;0 / 0;3633516;2018-04-04 21:28:03:162;;;;;;
-1.4976;-0.0646;9.657;0;57.964;NaN;0 / 0;3634015;2018-04-04 21:28:03:661;;;;;;
-1.5036;0.3244;9.7264;0;57.473;NaN;0 / 0;3634516;2018-04-04 21:28:04:162;;;;;;
-1.506;0.9409;9.7288;0;53.645;NaN;0 / 0;3635016;2018-04-04 21:28:04:662;;;;;;
-1.4664;1.5012;9.6379;0;51.22;NaN;0 / 0;3635516;2018-04-04 21:28:05:162;;;;;;
-1.4832;1.385;9.7648;0;51.496;NaN;0 / 0;3636015;2018-04-04 21:28:05:661;;;;;;
-1.573;0.7554;10.0018;0;54.362;NaN;0 / 0;3636516;2018-04-04 21:28:06:162;;;;;;
-1.5909;0.2526;10.009;0;58.682;NaN;0 / 0;3637016;2018-04-04 21:28:06:662;;;;;;
-1.5347;0.1065;9.8234;0;57.75;NaN;0 / 0;3637516;2018-04-04 21:28:07:162;;;;;;
-1.4222;0.3807;9.4415;0;55.134;NaN;0 / 0;3638016;2018-04-04 21:28:07:662;;;;;;
-1.4353;0.9876;9.4571;0;56.278;NaN;0 / 0;3638515;2018-04-04 21:28:08:161;;;;;;
-1.573;1.4772;9.9587;0;57.023;NaN;0 / 0;3639016;2018-04-04 21:28:08:662;;;;;;
-1.6293;1.5502;10.1933;0;57.756;NaN;0 / 0;3639516;2018-04-04 21:28:09:162;;;;;;
-1.3815;0.8655;9.5361;0;55.801;NaN;0 / 0;3640016;2018-04-04 21:28:09:662;;;;;;
-1.4641;0.1448;9.6642;0;52.765;NaN;0 / 0;3640516;2018-04-04 21:28:10:162;;;;;;
-1.6532;-0.0958;10.0796;0;51.223;NaN;0 / 0;3641015;2018-04-04 21:28:10:661;;;;;;
-1.5179;0.4046;9.6259;0;49.27;NaN;0 / 0;3641516;2018-04-04 21:28:11:162;;;;;;
-1.3922;1.0834;9.4511;0;49.973;NaN;0 / 0;3642016;2018-04-04 21:28:11:662;;;;;;
-1.5107;1.5048;9.8653;0;58.121;NaN;0 / 0;3642516;2018-04-04 21:28:12:162;;;;;;
-1.5203;1.4653;9.8354;0;54.891;NaN;0 / 0;3643016;2018-04-04 21:28:12:662;;;;;;
-1.4784;0.8511;9.7061;0;55.343;NaN;0 / 0;3643515;2018-04-04 21:28:13:161;;;;;;
-1.5371;0.0862;9.8258;0;55.938;NaN;0 / 0;3644016;2018-04-04 21:28:13:662;;;;;;
-1.5407;-0.0551;9.7827;0;54.494;NaN;0 / 0;3644516;2018-04-04 21:28:14:162;;;;;;
-1.5263;0.4669;9.7791;0;51.623;NaN;0 / 0;3645016;2018-04-04 21:28:14:662;;;;;;
-1.5095;1.1839;9.8186;0;54.467;NaN;0 / 0;3645516;2018-04-04 21:28:15:162;;;;;;
-1.4545;1.5802;9.6319;0;55.977;NaN;0 / 0;3646016;2018-04-04 21:28:15:662;;;;;;
-1.4317;1.4042;9.5122;0;51.594;NaN;0 / 0;3646516;2018-04-04 21:28:16:162;;;;;;
-1.5275;0.741;9.8857;0;50.332;NaN;0 / 0;3647015;2018-04-04 21:28:16:661;;;;;;
-1.6364;0.0563;10.1347;0;50.286;NaN;0 / 0;3647516;2018-04-04 21:28:17:162;;;;;;
-1.5119;0.0132;9.5612;0;51.189;NaN;0 / 0;3648016;2018-04-04 21:28:17:662;;;;;;
-1.3779;0.5327;9.3613;0;51.772;NaN;0 / 0;3648516;2018-04-04 21:28:18:162;;;;;;
-1.4904;1.2582;9.8078;0;50.43;NaN;0 / 0;3649016;2018-04-04 21:28:18:662;;;;;;
-1.561;1.6388;9.9168;0;52.892;NaN;0 / 0;3649515;2018-04-04 21:28:19:161;;;;;;
-1.5036;1.3743;9.7109;0;48.001;NaN;0 / 0;3650016;2018-04-04 21:28:19:662;;;;;;
-1.5012;0.5902;9.9216;0;50.165;NaN;0 / 0;3650516;2018-04-04 21:28:20:162;;;;;;
-1.5083;-0.0287;9.809;0;54.657;NaN;0 / 0;3651015;2018-04-04 21:28:20:661;;;;;;
-1.5419;-0.0084;9.663;0;54.518;NaN;0 / 0;3651516;2018-04-04 21:28:21:162;;;;;;
-1.5826;0.6788;9.9491;0;53.82;NaN;0 / 0;3652016;2018-04-04 21:28:21:662;;;;;;
-1.4676;1.3216;9.8067;0;49.257;NaN;0 / 0;3652516;2018-04-04 21:28:22:162;;;;;;
-1.3862;1.6388;9.4523;0;47.136;NaN;0 / 0;3653016;2018-04-04 21:28:22:662;;;;;;
-1.506;1.2127;9.6953;0;48.111;NaN;0 / 0;3653516;2018-04-04 21:28:23:162;;;;;;
-1.6185;0.6464;10.1011;0;48.744;NaN;0 / 0;3654016;2018-04-04 21:28:23:662;;;;;;
-1.6149;-0.0742;10.0772;0;48.856;NaN;0 / 0;3654516;2018-04-04 21:28:24:162;;;;;;
-1.4162;-0.0431;9.4104;0;49.243;NaN;0 / 0;3655016;2018-04-04 21:28:24:662;;;;;;
-1.4174;0.6728;9.4439;0;52.075;NaN;0 / 0;3655516;2018-04-04 21:28:25:162;;;;;;
-1.5263;1.3348;9.8102;0;52.595;NaN;0 / 0;3656015;2018-04-04 21:28:25:661;;;;;;
-1.5479;1.7885;9.9204;0;51.426;NaN;0 / 0;3656516;2018-04-04 21:28:26:162;;;;;;
-1.4748;1.2665;9.8031;0;53.499;NaN;0 / 0;3657016;2018-04-04 21:28:26:662;;;;;;
-1.5359;0.3208;9.894;0;53.008;NaN;0 / 0;3657516;2018-04-04 21:28:27:162;;;;;;
-1.5215;-0.2263;9.7229;0;52.573;NaN;0 / 0;3658016;2018-04-04 21:28:27:662;;;;;;
-1.5071;0.0263;9.5972;0;51.682;NaN;0 / 0;3658515;2018-04-04 21:28:28:161;;;;;;
-1.4856;0.7661;9.6941;0;50.66;NaN;0 / 0;3659016;2018-04-04 21:28:28:662;;;;;;
-1.4641;1.549;9.7001;0;50.838;NaN;0 / 0;3659516;2018-04-04 21:28:29:162;;;;;;
-1.476;1.7585;9.6259;0;51.029;NaN;0 / 0;3660016;2018-04-04 21:28:29:662;;;;;;
-1.5167;1.239;9.7815;0;49.991;NaN;0 / 0;3660515;2018-04-04 21:28:30:161;;;;;;
-1.5431;0.34;9.9144;0;46.95;NaN;0 / 0;3661016;2018-04-04 21:28:30:662;;;;;;
-1.5371;-0.2825;9.8605;0;47.185;NaN;0 / 0;3661516;2018-04-04 21:28:31:162;;;;;;
-1.5215;0.0862;9.6726;0;48.497;NaN;0 / 0;3662016;2018-04-04 21:28:31:662;;;;;;
-1.4892;0.8045;9.6211;0;49.258;NaN;0 / 0;3662516;2018-04-04 21:28:32:162;;;;;;
-1.409;1.6221;9.5433;0;48.115;NaN;0 / 0;3663015;2018-04-04 21:28:32:661;;;;;;
-1.4844;1.7226;9.7013;0;47.388;NaN;0 / 0;3663516;2018-04-04 21:28:33:162;;;;;;
-1.6316;1.0187;10.2029;0;46.244;NaN;0 / 0;3664016;2018-04-04 21:28:33:662;;;;;;
-1.6245;0.2466;10.1598;0;47.506;NaN;0 / 0;3664516;2018-04-04 21:28:34:162;;;;;;
-1.4569;-0.2993;9.4966;0;50.225;NaN;0 / 0;3665016;2018-04-04 21:28:34:662;;;;;;
-1.3743;0.1413;9.2907;0;50.346;NaN;0 / 0;3665515;2018-04-04 21:28:35:161;;;;;;
-1.5646;1.093;9.9156;0;49.04;NaN;0 / 0;3666016;2018-04-04 21:28:35:662;;;;;;
-1.6173;1.7035;10.1323;0;46.514;NaN;0 / 0;3666516;2018-04-04 21:28:36:162;;;;;;
-1.4078;1.7346;9.511;0;45.455;NaN;0 / 0;3667016;2018-04-04 21:28:36:662;;;;;;
-1.4664;0.9469;9.6546;0;48.346;NaN;0 / 0;3667516;2018-04-04 21:28:37:162;;;;;;
-1.6676;-0.0886;10.2232;0;49.79;NaN;0 / 0;3668015;2018-04-04 21:28:37:661;;;;;;
-1.5862;-0.3986;9.8521;0;52.12;NaN;0 / 0;3668516;2018-04-04 21:28:38:162;;;;;;
-1.3623;0.1221;9.2285;0;48.499;NaN;0 / 0;3669016;2018-04-04 21:28:38:662;;;;;;
-1.4281;1.2246;9.4978;0;46.516;NaN;0 / 0;3669516;2018-04-04 21:28:39:162;;;;;;
-1.6293;2.0842;10.1143;0;46.91;NaN;0 / 0;3670016;2018-04-04 21:28:39:662;;;;;;
-1.6101;1.8914;10.0628;0;45.393;NaN;0 / 0;3670516;2018-04-04 21:28:40:162;;;;;;
-1.4509;0.7027;9.6726;0;46.646;NaN;0 / 0;3671016;2018-04-04 21:28:40:662;;;;;;
-1.4317;-0.3196;9.4942;0;47.958;NaN;0 / 0;3671516;2018-04-04 21:28:41:162;;;;;;
-1.5658;-0.3184;9.7779;0;47.363;NaN;0 / 0;3672015;2018-04-04 21:28:41:661;;;;;;
-1.5909;0.3208;9.9347;0;48.025;NaN;0 / 0;3672516;2018-04-04 21:28:42:162;;;;;;
-1.476;1.4186;9.7133;0;47.413;NaN;0 / 0;3673016;2018-04-04 21:28:42:662;;;;;;
-1.415;1.8615;9.5241;0;47.395;NaN;0 / 0;3673516;2018-04-04 21:28:43:162;;;;;;
-1.4904;1.4473;9.742;0;49.819;NaN;0 / 0;3674016;2018-04-04 21:28:43:662;;;;;;
-1.5562;0.7135;9.9778;0;47.774;NaN;0 / 0;3674516;2018-04-04 21:28:44:162;;;;;;
-1.5862;-0.2789;9.894;0;47.1;NaN;0 / 0;3675016;2018-04-04 21:28:44:662;;;;;;
-1.5203;-0.3364;9.6678;0;47.346;NaN;0 / 0;3675516;2018-04-04 21:28:45:162;;;;;;
-1.4437;0.6297;9.6271;0;55.843;NaN;0 / 0;3676015;2018-04-04 21:28:45:661;;;;;;
-1.4401;1.5323;9.6594;0;47.889;NaN;0 / 0;3676516;2018-04-04 21:28:46:162;;;;;;
-1.5455;1.9321;9.912;0;46.214;NaN;0 / 0;3677016;2018-04-04 21:28:46:662;;;;;;
-1.5191;1.336;9.7588;0;45.696;NaN;0 / 0;3677515;2018-04-04 21:28:47:161;;;;;;
-1.4712;0.3005;9.6498;0;45.872;NaN;0 / 0;3678016;2018-04-04 21:28:47:662;;;;;;
-1.5107;-0.3412;9.7659;0;45.558;NaN;0 / 0;3678516;2018-04-04 21:28:48:162;;;;;;
-1.5203;-0.1712;9.6582;0;44.993;NaN;0 / 0;3679016;2018-04-04 21:28:48:662;;;;;;
-1.5155;0.9038;9.7624;0;50.188;NaN;0 / 0;3679516;2018-04-04 21:28:49:162;;;;;;
-1.5383;1.7011;9.8701;0;43.969;NaN;0 / 0;3680015;2018-04-04 21:28:49:661;;;;;;
-1.4425;1.7358;9.6295;0;44.913;NaN;0 / 0;3680516;2018-04-04 21:28:50:162;;;;;;
-1.4102;1.0738;9.4655;0;44.747;NaN;0 / 0;3681016;2018-04-04 21:28:50:662;;;;;;
-1.5993;0.1748;9.9599;0;44.605;NaN;0 / 0;3681516;2018-04-04 21:28:51:162;;;;;;
-1.6257;-0.1856;10.07;0;44.93;NaN;0 / 0;3682016;2018-04-04 21:28:51:662;;;;;;
-1.4952;0.1604;9.742;0;44.279;NaN;0 / 0;3682516;2018-04-04 21:28:52:162;;;;;;
-1.4234;1.0139;9.5948;0;45.003;NaN;0 / 0;3683016;2018-04-04 21:28:52:662;;;;;;
-1.476;1.5802;9.7121;0;44.888;NaN;0 / 0;3683516;2018-04-04 21:28:53:162;;;;;;
-1.5167;1.3994;9.7576;0;46.002;NaN;0 / 0;3684015;2018-04-04 21:28:53:661;;;;;;
-1.5586;0.8978;9.9;0;48.307;NaN;0 / 0;3684516;2018-04-04 21:28:54:162;;;;;;
-1.5287;0.2143;9.9108;0;49.89;NaN;0 / 0;3685016;2018-04-04 21:28:54:662;;;;;;
-1.4736;-0.0599;9.596;0;45.094;NaN;0 / 0;3685516;2018-04-04 21:28:55:162;;;;;;
-1.5131;0.4681;9.6738;0;58.763;NaN;0 / 0;3686016;2018-04-04 21:28:55:662;;;;;;
-1.5287;1.0965;9.8701;0;44.146;NaN;0 / 0;3686515;2018-04-04 21:28:56:161;;;;;;
-1.4629;1.6089;9.7492;0;43.315;NaN;0 / 0;3687016;2018-04-04 21:28:56:662;;;;;;
-1.4653;1.3156;9.6594;0;43.697;NaN;0 / 0;3687516;2018-04-04 21:28:57:162;;;;;;
-1.6173;0.6393;10.0808;0;43.632;NaN;0 / 0;3688016;2018-04-04 21:28:57:662;;;;;;
-1.6269;0.0215;10.0664;0;44.718;NaN;0 / 0;3688516;2018-04-04 21:28:58:162;;;;;;
-1.4174;-0.091;9.3817;0;44.762;NaN;0 / 0;3689016;2018-04-04 21:28:58:662;;;;;;
-1.4042;0.6536;9.414;0;44.105;NaN;0 / 0;3689516;2018-04-04 21:28:59:162;;;;;;
-1.561;1.4605;10.0126;0;44.483;NaN;0 / 0;3690016;2018-04-04 21:28:59:662;;;;;;
-1.573;1.664;10.0126;0;45.236;NaN;0 / 0;3690516;2018-04-04 21:29:00:162;;;;;;
-1.4796;1.2845;9.6223;0;44.463;NaN;0 / 0;3691016;2018-04-04 21:29:00:662;;;;;;
-1.5311;0.395;9.8557;0;45.524;NaN;0 / 0;3691515;2018-04-04 21:29:01:161;;;;;;
-1.5419;-0.2119;9.833;0;46.195;NaN;0 / 0;3692016;2018-04-04 21:29:01:662;;;;;;
-1.4617;-0.0096;9.5205;0;45.302;NaN;0 / 0;3692516;2018-04-04 21:29:02:162;;;;;;
-1.4281;0.9313;9.517;0;45.093;NaN;0 / 0;3693016;2018-04-04 21:29:02:662;;;;;;
